"a_Name","City","State","Region","Profit_Status_","Year","Total_Revenue","Net_Income","Net_Patient_Revenue","Total_Operating_Expense","Operating_Income","Interest_Expense","Bad_Debt","Total_Assets","Total_Liabilities","Net_Assets_Equity","LongTerm_Liabilities","Current_Assets","Current_Liabilities","Net_Patient_Accounts_Receivable","Total_Operating_Revenue","Cash_and_Cash_Equivalents","Depreciation_and_Amortization","EBITDA_EBIDA","Audited_by"
"Sentara Healthcare (VA)","Norfolk","VA","South","Not-For-Profit","2012","4235800000","431370000","2595899000","3804430000","263798000","46720000","249044000","5306901000","2589995000","2716906000","1692753000","1810242000","897242000","460629000","4068228000","","","",""
"Sentara Healthcare (VA)","Norfolk","VA","South","Not-For-Profit","2011","3782819000","322278000","2253417000","3460541000","244508000","37013000","225369000","4845256000","2439486000","2405770000","1607467000","1709500000","832019000","416796000","3705049000","","","",""
"Shands Jacksonville HealthCare (FL)","Jacksonville","FL","South","Not-For-Profit","2017","690413000","34163000","683620000","656250000","40158000","7328000","78845000","559295000","367851000","191694000","260806000","239620000","107045000","107422000","696408000","90414000","30776000","70934000",""
"Shands Jacksonville HealthCare (FL)","Jacksonville","FL","South","Not-For-Profit","2016","664407000","39365000","650587000","625042000","40396000","9154000","102995000","575313000","372034000","191356000","270349000","245134000","101685000","103657000","665438000","73897000","31832000","72228000","PWC"
"Shands Jacksonville HealthCare (FL)","Jacksonville","FL","South","Not-For-Profit","2015","601520000","43553000","577554000","557967000","32110000","7269000","79654000","476933000","307720000","169213000","211113000","227392000","96607000","87653000","590077000","85571000","28069000","60179000","PWC"
"Shands Jacksonville HealthCare (FL)","Jacksonville","FL","South","Not-For-Profit","2014","536323000","25537000","518542000","510786000","30281000","7586000","79902000","448824000","300119000","148705000","210166000","190149000","89953000","77909000","541067000","46450000","23064000","53345000","PWC"
"Shands Jacksonville HealthCare (FL)","Jacksonville","FL","South","Not-For-Profit","2013","520203000","17028000","487436000","503175000","19701000","3399000","86208000","433365000","267631000","165734000","158362000","195832000","109269000","82316000","522876000","","","",""
"Shands Jacksonville HealthCare (FL)","Jacksonville","FL","South","Not-For-Profit","2012","513009000","4551000","483830000","508458000","6818000","3621000","68372000","417241000","245901000","171340000","137206000","194841000","108695000","63486000","515276000","","","",""
"Shands Jacksonville HealthCare (FL)","Jacksonville","FL","South","Not-For-Profit","2011","530572000","31182000","501960000","499390000","27191000","","88874000","418722000","225333000","193389000","132922000","220111000","92411000","65911000","526581000","","","",""
"Shands Teaching Hospitals & Clinics Gainesville (FL)","Gainesville","FL","South","Not-For-Profit","2017","1447946000","178610000","1404889000","1269336000","155255000","21728000","19702000","2161482000","1217685000","1052155000","918224000","528835000","299461000","242734000","1424591000","28049000","55795000","211050000",""
"Shands Teaching Hospitals & Clinics Gainesville (FL)","Gainesville","FL","South","Not-For-Profit","2016","1361304000","142134000","1337704000","1219170000","138986000","22966000","135847000","2210023000","1241230000","934438000","967975000","520167000","273255000","211011000","1358156000","52930000","57357000","196343000","PWC"
"Shands Teaching Hospitals & Clinics Gainesville (FL)","Gainesville","FL","South","Not-For-Profit","2015","1281835000","134336000","1262058000","1147499000","133403000","25235000","106003000","2111464000","1241023000","870441000","1009125000","473255000","231898000","188266000","1280902000","33657000","56606000","190009000","PWC"
"Shands Teaching Hospitals & Clinics Gainesville (FL)","Gainesville","FL","South","","2014","1226858000","111953000","1177446000","1114905000","84884000","20372000","95344000","1679140000","882712000","796428000","701077000","425797000","181635000","195446000","1199789000","14494000","54479000","139363000","PWC"
"Shands Teaching Hospitals & Clinics Gainesville (FL)","Gainesville","FL","South","","2013","1167340000","125539000","1143193000","1041801000","118435000","17045000","87792000","1691366000","820692000","870674000","642112000","436888000","178580000","170959000","1160236000","31525000","49358000","167793000",""
"Shands Teaching Hospitals & Clinics Gainesville (FL)","Gainesville","FL","South","","2012","1092259000","120416000","1060568000","971843000","114323000","15999000","97310000","1555648000","756152000","799496000","569891000","383504000","186261000","148408000","1086166000","","","",""
"Shands Teaching Hospitals & Clinics Gainesville (FL)","Gainesville","FL","South","","2011","1013559000","74998000","960344000","938561000","39166000","16860000","85176000","1442579000","711608000","730971000","516946000","310701000","194662000","112344000","977727000","","","",""
"Sharp HealthCare (CA)","San Diego","CA","West","Not-For-Profit","2017","3475220000","337486000","2026070000","3327369000","151096000","23998000","31241000","4623898000","1200073000","3423825000","736666000","819582000","463407000","338939000","3478465000","289838000","111926000","287020000",""
"Sharp HealthCare (CA)","San Diego","CA","West","Not-For-Profit","2016","3602409000","431586000","2107784000","3170823000","296776000","25671000","26052000","4290160000","1250473000","3039687000","823790000","842817000","432832000","375226000","3467599000","317280000","108509000","430956000","Ernst & Young LLP"
"Sharp HealthCare (CA)","San Diego","CA","West","Not-For-Profit","2015","3381383000","336542000","2146195000","3044841000","351672000","24897000","25658000","3892247000","1291629000","2600618000","851231000","841455000","440398000","371740000","3396513000","305380000","100029000","476598000","Ernst & Young LLP"
"Sharp HealthCare (CA)","San Diego","CA","West","Not-For-Profit","2014","3009202000","314983000","1780572000","2694219000","234354000","26447000","24975000","3451358000","1206336000","2245022000","821693000","674914000","384643000","268219000","2928573000","244881000","97492000","358293000","Ernst & Young LLP"
"Sharp HealthCare (CA)","San Diego","CA","West","Not-For-Profit","2013","2910145000","305781000","1782024000","2604364000","225439000","23250000","28114000","2936743000","1045959000","1890784000","699602000","618410000","346357000","295870000","2829803000","175334000","98550000","347239000",""
"Sharp HealthCare (CA)","San Diego","CA","West","Not-For-Profit","2012","2789241000","320382000","1717727000","2468859000","242145000","24336000","30035000","2626314000","1105510000","1520804000","736227000","644935000","369283000","297833000","2711004000","","","",""
"Sharp HealthCare (CA)","San Diego","CA","West","Not-For-Profit","2011","2474878000","186720000","1607741000","2288158000","206153000","24577000","25259000","2239615000","1069865000","1169750000","742889000","536511000","326976000","197262000","2494311000","","","",""
"Sheppard Pratt Health System (MD)","Towson","MD","South","Not-For-Profit","2013","346524622","35981904","279462077","310542718","8206926","2568829","1902617","473922925","184576693","289346232","137694720","108257409","46881973","30215679","318749644","","","",""
"Sheppard Pratt Health System (MD)","Towson","MD","South","Not-For-Profit","2012","276534856","1121097","254159311","275413759","4412388","4473131","2166140","421668631","188760701","232907930","147109360","89377355","41651341","24754559","279826147","","","",""
"Sheppard Pratt Health System (MD)","Towson","MD","South","Not-For-Profit","2011","288675925","22512869","243452546","266163056","994127","3927742","3321711","430111392","179352859","250758533","136194776","83398591","43158083","31201580","267157183","","","",""
"Shriners Hospitals for Children (FL)","Tampa","FL","South","Not-For-Profit","2013","1583830000","848211000","144981000","735619000","-120378000","85771000","","10085031000","863540000","9221491000","744047000","774471000","119493000","23841000","615241000","","","",""
"Shriners Hospitals for Children (FL)","Tampa","FL","South","Not-For-Profit","2012","1151588000","433677000","96161000","717911000","-166485000","92787000","","9322516000","988131000","8334385000","810225000","686808000","177906000","","551426000","","","",""
"Shriners Hospitals for Children (FL)","Tampa","FL","South","Not-For-Profit","2011","343768000","-359376000","69990000","703144000","-164494000","100937000","","8832004000","966512000","7865492000","736812000","665367000","229700000","6291000","538650000","","","",""
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","Kerrville","TX","South","Not-For-Profit","2017","148545893","12248230","135714749","136297663","4866617","2531503","21928345","239822516","72284019","167538497","55086170","71285169","17197849","10965089","141164280","36521105","7940086","15338206",""
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","Kerrville","TX","South","Not-For-Profit","2016","128045392","-1532219","123498200","129577611","-1878344","2842341","14575336","230146684","76802969","153343715","58036118","80564675","18766851","12845456","127699267","29156095","9128971","10092968","BKD"
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","Kerrville","TX","South","Not-For-Profit","2015","134240783","17414034","116813792","116826749","3406001","3460260","11591011","231418151","83083176","148334975","64931940","79285924","18151236","12268526","120232750","24634282","7750277","14616538","BKD"
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","Kerrville","TX","South","Not-For-Profit","2014","116824608","13080151","103977243","103744457","3613169","3674715","10460360","216991686","86355182","130636504","66638942","72101947","19716240","9196677","107357626","35933665","7129779","14417663","BKD"
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","Kerrville","TX","South","Not-For-Profit","2013","106782419","8847957","98520316","97934462","2967610","3637020","5087466","205448789","89345154","116103635","68513175","63069039","20831979","8932810","100902072","30235620","8152746","14757376","BKD"
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","Kerrville","TX","South","Not-For-Profit","2012","85514619","-16251696","95666435","101766315","-5168142","3762726","7058604","201018531","94360588","106657943","70236217","42190741","24124371","9297028","96598173","21247346","9080584","7675168","BKD"
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","Kerrville","TX","South","Not-For-Profit","2011","99635149","7585369","89683762","92049780","-1736963","3841329","6523481","202436765","80887232","121549533","71878801","44719542","9008431","8423508","90312817","22334230","8959061","11063427","BKD"
