"a_Name","Year","Total_Revenue","NPR","HMA_System_Name","HMA_Member"
"Touro Infirmary (LA)","2016",326337000,301840000,NA,NA
"TriHealth","2016",1342870269,1292965726,"TriHealth","Y"
"Trinitas Regional Medical Center (NJ)","2016",301136053,227885803,NA,NA
"Trinity Health (CHE Trinity) (MI)","2016",16277513000,14228970000,"Trinity Health","N"
"Tufts Medical Center (MA)","2016",989445000,775074000,NA,NA
"UAB (University of Alabama Birmingham) Health System","2016",1598944000,1431556000,"UAB Medicine","Y"
"UC Health (OH)","2016",1529940000,1493753000,NA,NA
"UF Health Shands","2016",1361304000,1337704000,"UF Health Shands","Y"
"UMass Memorial Health Care (MA)","2016",2400808000,2266426000,NA,NA
"Union Hospital Inc (IN)","2016",485757005,497295976,NA,NA
"UnityPoint Health a/k/a Iowa Health System and Subsidiaries","2016",4196835000,3536558000,"UnityPoint Health","Y"
"Universal Health Services, Inc. (PA)","2016",9766210000,9766210000,NA,NA
"University Health Care System (GA)","2016",521397017,586314192,NA,NA
"University Health System, Inc. (TN)","2016",834398124,786206013,NA,NA
"University Hospitals (OH)","2016",3815776000,3570023000,"University Hospitals","Y"
"University of California - Davis","2016",1934813000,1885528000,NA,NA
"University of California - Irvine","2016",989201000,984161000,NA,NA
"University of California - Los Angeles","2016",2339640000,2266980000,"UCLA Health","Y"
"University of California - San Diego","2016",1544674000,1465431000,NA,NA
"University of California - San Francisco","2016",3551654000,3370854000,"University of California, San Francisco","Y"
"University of California Health System","2016",10359982000,9976128000,NA,NA
"University of Chicago Medicine (IL)","2016",1595769000,1490009000,"University of Chicago Medical Center","Y"
"University of Colorado Health","2016",3225412000,3225235000,NA,NA
"University of Iowa Hospitals and Clinics","2016",1463464000,1410009000,NA,NA
"University of Maryland Medical System","2016",3581901000,3367852000,"University of Maryland Medical System","N"
"University of Missouri Health Care","2016",2821804000,1205084000,NA,NA
"University of Pennsylvania Health System","2016",7002223000,5326566000,NA,NA
"University of Rochester Medical Center (Strong Memeorial Hospital (NY)","2016",1577273771,1411799728,"University of Rochester Medical Center","N"
"University of Utah Health Care","2016",1667703000,1447686000,NA,NA
"University of Vermont Health Network Formerly known as Fletcher Allen Health Care Inc (VT)","2016",1754255000,1624832000,NA,NA
"University of Wisconsin Hospitals & Clinics Authority","2016",2676203000,2750033000,NA,NA
"UPMC (PA)","2016",12694689000,5668897000,"UPMC","Y"
"UTHealth","2016",1290567315.91,413691876.68,"UTHealth","Y"
"Vail Health Services (CO)","2016",250907139,228999867,NA,NA
"Valley Health System (VA)","2016",847108000,799237000,NA,NA
"Verity Health System of California, Inc., (Daughters of Charity Health System)","2016",1299451000,1134945000,NA,NA
"Vidant Health (University Health Systems of Eastern Carolina) (NC)","2016",1662049000,1570832000,NA,NA
"Village Improvement Association of Doylestown (PA)","2016",304134676,279296639,NA,NA
"Virginia Commonwealth University Heath System Authority","2016",2756996273,1723796112,NA,NA
"Virginia Hospital Center Arlington Health System","2016",495439666,449592560,NA,NA
"Virtua Health (NJ)","2016",1407336000,1237086000,"Virtua","Y"
"Wake Forest Baptist Medical Center (NC)","2016",2363136000,2043250000,NA,NA
"WakeMed Health & Hospitals (NC)","2016",1143542000,1086317000,NA,NA
"Washington Hospital Healthcare System (Washington Township) (CA)","2016",492106000,473131000,NA,NA
"Wellmont Health System (TN)","2016",832330000,807116000,NA,NA
"WellSpan Health (PA)","2016",1999929000,1887722000,"WellSpan Health","Y"
"WellStar Health System (GA)","2016",2191117000,2142915000,NA,NA
"West Virginia United Health System, Inc.","2016",1917007000,1748901000,NA,NA
"Westchester County Healthcare Corporation (NY)","2016",1455004000,1391263000,NA,NA
"Western Connecticut Health Network","2016",1274447000,1181451000,NA,NA
"Western Maryland Health System","2016",321443000,312547000,NA,NA
"White Plaines Hospital Medical Center (NY)","2016",531587000,519503000,NA,NA
"Woman's (The) Hospital Foundation (LA)","2016",297878096,268169855,NA,NA
"Wyoming Medical Center","2016",219166486,238924241,NA,NA
"Yale New Haven Health System (CT)","2016",3797324000,3211256000,"Yale New Haven Health","Y"
"Yavapai Regional (AZ)","2016",311422157,328676956,NA,NA
"Yuma Regional Medical Center and Affiliates (AZ)","2016",437785196,411125538,NA,NA
"Acadia Healthcare Company, Inc. (TN)","2017",2836316000,2836316000,NA,NA
"Adena Health System (OH)","2017",486261540,462407590,NA,NA
"Adventist Health System (FL)","2017",10473521000,9644644000,"Adventist Health System (FL)","Y"
"Adventist Health West (CA)","2017",4140357000,3724405000,"Adventist Health (CA)","Y"
"Adventist HealthCare (MD)","2017",814356553,770054126,NA,NA
"Advocate Aurora Health","2017",12294006000,9414001000,"Advocate Aurora Health","Y"
"Agnesian HealthCare (WI)","2017",488782000,470085000,NA,NA
"Albany Medical Center Hospital (NY)","2017",1485407304,1356284203,NA,NA
"Albert Einstein Healthcare Network (PA)","2017",1194759000,1162054000,NA,NA
"Allina Health (MN)","2017",4284635000,3851703000,NA,NA
"Altru Health System (ND)","2017",566950489,523335184,NA,NA
"AnMed Health (SC)","2017",572970656,564674484,NA,NA
"Anne Arundel Health System (MD)","2017",642148000,664860000,NA,NA
"Antelope Valley Healthcare District (CA)","2017",453543881,446025100,NA,NA
"Archbold Medical Center (GA)","2017",373279205,371539094,NA,NA
"Asante Health System (OR)","2017",865690000,780113000,NA,NA
"Ascension Health (MO)","2017",23941714000,20940187000,"Ascension","Y"
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","2017",475381947,453199706,NA,NA
"Atlantic Health System","2017",2664323000,2298680000,"Atlantic Health System","Y"
"Augusta Healthcare (VA)","2017",331024377,312730104,NA,NA
"Avera Health (SD)","2017",2110326000,1654106000,"Avera Health","Y"
"Banner Health (AZ)","2017",8301526000,6288071000,"Banner Health","Y"
"Baptist Health (AR)","2017",1129502000,992722000,NA,NA
"Baptist Health Care Corporation (FL)","2017",848884000,546436000,NA,NA
"Baptist Health South Florida","2017",2774846979,2404698667,"Baptist Health South Florida","Y"
"Baptist Health System, Inc. FL","2017",1778917000,1585775000,NA,NA
"Baptist Healthcare System, Inc. and Affiliates (KY)","2017",2754120000,2457805000,NA,NA
"Baptist Memorial Health Care Corp. (TN)","2017",2801111000,2274723000,NA,NA
"Baxter Regional Health System (AR)","2017",205391070,197915245,NA,NA
"Bay Health Medical Center (DE)","2017",625990739,567573118,NA,NA
"BayCare Health System (FL)","2017",4390528000,3808884000,"BayCare Health System","Y"
"Baylor Scott & White Health (TX)","2017",9430073000,7737643000,"Baylor Scott & White Health","Y"
"Baystate Health System, Inc. (MA)","2017",2444010000,1349892000,NA,NA
"Beacon Health System (IN)","2017",1032377000,901101000,NA,NA
"Beaumont Health System (MI)","2017",4612242000,4173869000,"Beaumont Health","Y"
"Beebe Medical Center (DE)","2017",430126141,405476340,NA,NA
"Beloit Health System (WI)","2017",249087868,231695616,NA,NA
"Benefis Health System (MT)","2017",450738148,417107181,NA,NA
"Berkshire Health Systems, Inc. (MA)","2017",606380685,535282573,NA,NA
"Beth Israel Deaconess Medical Center","2017",2725168000,2200971000,"Beth Israel Deaconess Medical Center","Y"
"Bethesda Healthcare System (FL)","2017",363537034,314882892,NA,NA
"Bexar County Hospital District d/b/a University Health System (TX)","2017",1740997000,769459000,NA,NA
"BJC HealthCare (MO)","2017",5254500000,4798200000,"BJC HealthCare","Y"
"Blanchard Valley Health System (OH)","2017",360230000,320261000,NA,NA
"Blount Memorial Hospital (TN)","2017",261931145,244065751,NA,NA
"BMC Health System (Boston Medical Center) (MA)","2017",3014508000,987488000,NA,NA
"Boca Raton Regional Hospital (FL)","2017",510004968,481747941,NA,NA
"Bon Secours Health System, Inc. (MD)","2017",3398594000,3164696000,"Bon Secours Health System","Y"
"Boston Children's Hospital (MA)","2017",2789032000,1955660000,NA,NA
"Boulder Community Health (CO)","2017",389552710,323364531,NA,NA
"Bozeman Health Services (MT)","2017",338004327,308836837,NA,NA
"Brookhaven Health Care Services Corporation (NY)","2017",275847202,270018063,NA,NA
"Broward Health dba North Broward Hospital District (FL)","2017",1207795000,950917000,NA,NA
"Butler Health System (PA)","2017",356478924,332538032,NA,NA
"Campbell County Hospital District (WY)","2017",176384560,153758822,NA,NA
"Cape Cod Healthcare, Inc. (MA)","2017",885131298,839034587,NA,NA
"Cape Fear Valley Health Systems (dba Cumberland County Hospital System) (NC)","2017",781537000,711520000,NA,NA
"Capital Region Medical Center (MO)","2017",186351236,179866884,NA,NA
"Care New England System (RI)","2017",1159839695,1009943705,NA,NA
"CareGroup (MA)","2017",3399144000,2828081000,NA,NA
"Carilion Clinic (VA)","2017",1660951000,1461104000,"Carilion Clinic","Y"
"Carolinas HealthCare System (NC)","2017",6308604734,5729503162,"Atrium Health","Y"
"Caromont Health (NC)","2017",615197317,540903590,NA,NA
"Carson Tahoe Health System (NV)","2017",288786000,281328000,NA,NA
"Catholic Health Initiatives (CO)","2017",16261283000,14450868000,"Catholic Health Initiatives","N"
"Catholic Health Services of Long Island (NY)","2017",2699864000,2447433000,NA,NA
"Catholic Health System (NY)","2017",1153557000,1110933000,NA,NA
"Cedars-Sinai Medical Center (CA)","2017",3961313000,3455139000,"Cedars-Sinai","Y"
"Centegra Health System (IL)","2017",570481000,531511000,NA,NA
"CentraCare Health (MN)","2017",1354674000,1229229000,NA,NA
"Central Florida Health Alliance","2017",432240000,398763000,NA,NA
"Central Washington Hospital & Clinics","2017",346855000,348433000,NA,NA
"Charleston Area Medical Center Health System, Inc. (WV)","2017",1127904000,1013319000,NA,NA
"Children's Health Services of Texas dba Children's Medical Center of Dallas","2017",1797131000,1282016000,NA,NA
"Children's Healthcare of Atlanta (GA)","2017",2285413000,1544620000,NA,NA
"Children's Healthcare of California","2017",835222000,640313000,NA,NA
"Children's Hospital and Clinics of Minnesota","2017",968444000,843821000,NA,NA
"Children's Hospital And Health System (WI)","2017",1142319000,685867000,NA,NA
"Children's Hospital Colorado Health System","2017",1190756000,960772000,NA,NA
"Children's Hospital Los Angeles (CA)","2017",1059230000,836042000,NA,NA
"Children's Hospital Medical Center (OH)","2017",920277000,774158000,NA,NA
"Children's Hospital of Alabama","2017",806479219,713138432,NA,NA
"Children's Hospital of Philadelphia (The) (PA)","2017",2762912000,2275138000,NA,NA
"Children's Mercy Hospital (MO)","2017",1327814000,1123408000,NA,NA
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)","2017",1065133655,867180758,NA,NA
"Children’s National Medical Center (DC)","2017",1203209000,1005164000,NA,NA
"Christ Hospital Health Network (The) (OH)","2017",946983000,883399000,NA,NA
"Christiana Care Health Services (DE)","2017",1985192546,1764115109,"Christiana Care Health System","Y"
"CHRISTUS Health (TX)","2017",5014293000,4385122000,"CHRISTUS Health","N"
"Cincinnati Children's Hospital Medical Center (OH)","2017",1660637872.6461,1587798000,NA,NA
"Circle Health, Inc (MA)","2017",511505000,494396000,NA,NA
"City of Hope (CA)","2017",2208937000,1186167000,NA,NA
"Cleveland Clinic Health System (OH)","2017",9226758000,7498082000,"Cleveland Clinic","Y"
"CMC (Catholic Medical Center ) Healthcare System (NH)","2017",418259941,389162114,NA,NA
"Columbus Regional Healthcare System (GA)","2017",403139689,395364461,NA,NA
"Comanche County Memorial Hospital (OK)","2017",269875978,261135663,NA,NA
"Community Health Network (IN)","2017",2423667000,2235108000,NA,NA
"Community Health Systems (TN)","2017",1.5353e+10,1.5353e+10,NA,NA
"Community Memorial Health System (CA)","2017",420752179,359953665,NA,NA
"Concord Hospital (NH)","2017",493682000,448329000,NA,NA
"Cone Health aka Moses H. Cone Health (NC)","2017",1855726000,1651443000,"Cone Health","Y"
"Conway Hospital (SC)","2017",193544541,182322092,NA,NA
"Cook Children's Health Care System (TX)","2017",1740424000,1037684000,NA,NA
"Cooper Health System (NJ)","2017",1217085000,1120609000,NA,NA
"Cottage Health System (CA)","2017",909805000,785973000,NA,NA
"Covenant Health Systems, Inc (MI)","2017",652163000,604112000,NA,NA
"CoxHealth (MO)","2017",1472455000,1231520000,"CoxHealth","Y"
"Dana Farber Cancer Center (MA)","2017",1583018000,990809000,NA,NA
"Dartmouth-Hitchcock (NH)","2017",2036635000,1795547000,"Dartmouth-Hitchcock Medical Center","Y"
"DCH Health Authority aka DCH Health System (AL)","2017",526229468,494905990,NA,NA
"Deaconess Health System (IN)","2017",958990216,890793296,NA,NA
"Decatur Hospital Authority dba Wise Regional Health System (TX)","2017",422278040,290426940,NA,NA
"Dekalb Regional Health System (GA)","2017",483843000,473382000,NA,NA
"Delta Regional Medical Center (MS)","2017",119449350,118051249,NA,NA
"Dignity Health (CA)","2017",13342609000,11572387000,"Dignity Health","Y"
"Doctors Community Hospital (MD)","2017",228228474,229337703,NA,NA
"Duke University Health System (NC)","2017",3641976000,3168100000,"Duke University Health System","Y"
"East Alabama Medical Center","2017",354275683,327496295,NA,NA
"East Jefferson General Hospital (LA)","2017",348867239,319330782,NA,NA
"East Texas Medical Center Regional Healthcare System","2017",847790395,761090840,NA,NA
"Eastern Maine Healthcare Systems","2017",1677285000,1575064000,NA,NA
"Ector County Hospital District (TX)","2017",338875676,232370031,NA,NA
"Edward-Elmhurst Healthcare (IL)","2017",1464988000,1246186000,NA,NA
"Eisenhower Medical Center (CA)","2017",740654000,667911000,NA,NA
"El Camino Healthcare District (CA)","2017",941451000,832573000,NA,NA
"El Paso County Hospital District (TX)","2017",656948000,266731000,NA,NA
"Elliot Health System (NH)","2017",532816937,518883878,"Elliot Health System","Y"
"Emory Healthcare (GA)","2017",560647000,518966000,"Emory Healthcare","Y"
"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)","2017",3914900000,3.919e+09,NA,NA
"Erlanger Health System (TN)","2017",849094683,835521971,NA,NA
"Essentia Health (MN)","2017",2108374000,1937033000,NA,NA
"Evangelical Community Hospital (PA)","2017",235973650,221932309,NA,NA
"Evangelical Good Samaritan Society (SD)","2017",1060404000,1012348000,NA,NA
"Evergreen Home Health (WA)","2017",688230000,627360000,NA,NA
"Excela Health (PA)","2017",589626000,539201000,NA,NA
"Fairfield Medical Center (OH)","2017",300858736,280676012,NA,NA
"Fairview Health Services (MN)","2017",5633465000,4621346000,"Fairview Health Services","Y"
"Faith Regional Health Services (NE)","2017",201152979,196180999,NA,NA
"Firelands Regional Health System (OH)","2017",303193817,260369592,NA,NA
"FirstHealth of the Carolinas (NC)","2017",787072000,579554000,NA,NA
"Floyd Regional Medical Center (GA)","2017",423077890,413859589,NA,NA
"Forrest General Hospital (MS)","2017",543074023,533815335,NA,NA
"Fort HealthCare, Inc. (WI)","2017",123041418,108492691,NA,NA
"Franciscan Alliance (IN) d/b/a Sisters of St. Francis","2017",3219809000,2756260000,NA,NA
"Franciscan Missionaries of Our Lady Health System, Inc. (LA)","2017",2007359000,1777058000,NA,NA
"Franciscan Sisters of Christian Charity Sponsored Ministries, Inc. (WI)","2017",215200918,174341105,NA,NA
"Frederick Regional Health System Inc. (MD)","2017",409298000,386754000,NA,NA
"Freeman Health System (MO)","2017",587027129,540376220,NA,NA
"Froedtert Health (WI)","2017",2330828000,2103457000,NA,NA
"GBMC HealthCare (Parent Co. of Greater Baltimore Medical Center) (MD)","2017",576916000,524542000,NA,NA
"Geisinger Health System (PA)","2017",6337314000,3446571000,"Geisinger Health System","Y"
"Genesis Health System (IA)","2017",663637968,605431133,NA,NA
"Genesis Health, Inc. dba Brooks Rehabilitation (FL)","2017",251868981,176396592,NA,NA
"Genesis Healthcare System (OH)","2017",537750147,442716625,NA,NA
"Gerald Champion Regional Medical Center (NM)","2017",158743348,150076882,NA,NA
"Good Shepherd Rehabilitation System (PA)","2017",350304000,324174000,NA,NA
"Great Plains Regional Medical Center (NE)","2017",45750083,43403507,NA,NA
"Greenville Health System (SC)","2017",2305122000,2113001000,NA,NA
"Greenwich Healthcare Services, Inc and Subsidiaries (CT)","2017",392955000,379924000,NA,NA
"Gundersen Lutheran (WI)","2017",1277851000,858766000,NA,NA
"Guthrie Healthcare System (PA)","2017",662939000,661847000,NA,NA
"Gwinnett Hospital System, Inc. (GA)","2017",761694000,712404000,NA,NA
"H. Lee Moffit Cancer Care Center (FL)","2017",1149251078,960238663,NA,NA
"Hackensack University Health Network (NJ)","2017",1845845567,1562602567,"Hackensack University Medical Center","N"
"Halifax Health (FL)","2017",536802000,508359000,NA,NA
